
8	0.338349	
8	0.348039	
8	0.346364	
8	0.319957	
8	0.331911	
8	0.337178	
8	0.333702	
8	0.347707	
8	0.351432	
8	0.337171	
8	0.326474	
8	0.338175	
8	0.342684	
8	0.910416	
8	0.938412	
8	0.345902	
8	0.351638	
10	0.332255	
10	0.329011	
12	0.340457	
12	0.359193	
14	0.466284	
6	0.364471	
6	0.361334	
8	0.336286	
8	0.330637	
10	0.314315	
32	0.827272	
32	0.413782	
32	0.416697	
32	0.373622	
32	0.380960	
32	0.439528	
32	0.406878	
32	0.402623	
32	0.489071	
32	0.416924	
32	0.801094	
8	0.346994	
8	0.343006	
24	0.662911	
24	0.646647	
24	0.374801	
24	0.370607	
8	0.337514	
24	0.641476	
24	0.673652	
8	0.345440	
24	0.381153	
24	0.383487	
24	0.398652	
24	0.376006	
24	0.361320	
24	0.434763	
24	0.422314	
24	0.438663	
8	0.344464	
8	0.348518	
8	0.347912	
10	0.340728	
8	0.345821	
16	0.330135	
16	0.324523	
16	0.390062	
16	0.395180	
16	0.343119	
16	0.333681	
16	0.332324	
8	0.336837	
8	0.367258	
8	0.330422	
8	0.332344	
8	0.345185	
8	0.335060	
16	0.324182	
16	0.386021	
16	0.314883	
16	0.318579	
16	0.355690	
16	0.339926	
16	0.318386	
16	0.344567	
16	0.350305	
16	0.313817	
16	0.352324	
16	0.333564	
16	0.388828	
16	0.406324	
16	0.362913	
16	0.319498	
16	0.341320	
16	0.333664	
16	0.322526	
16	0.346906	
24	0.350486	
24	0.360580	
32	0.388498	
32	0.412217	
32	0.439464	
32	0.484510	
32	0.467543	
32	0.448057	
32	0.831362	
32	0.834211	
32	0.839966	
24	0.638672	
16	0.399418	
8	0.357015	
8	0.332711	
16	0.354789	
16	0.335757	
16	0.359184	
16	0.338003	
16	0.337105	
12	0.345386	
12	0.323092	
16	0.335332	
16	0.345540	
16	0.332567	
16	0.333989	
16	0.322061	
16	0.325098	
16	0.327992	
16	0.803938	
8	0.342364	
8	0.344123	
6	0.366282	
5	0.388433	
5	0.386540	
7	0.364931	
8	0.332154	
9	0.338155	
9	0.343863	
10	0.345109	
10	0.335512	
12	0.336180	
12	0.362064	
12	0.387564	
10	0.341158	
10	0.338126	
9	0.342816	
9	0.334057	
12	0.395267	
12	0.367267	
12	0.350834	
12	0.350168	
12	0.340098	
14	0.359318	
14	0.380658	
14	0.371567	
14	0.387576	
14	0.366549	
16	0.367507	
16	0.396581	
16	0.425861	
16	0.422006	
16	0.404487	
32	0.796670	
32	0.807441	
32	0.819629	
32	0.812119	
32	7.462055	
32	7.434216	
32	0.821275	
32	0.822434	
32	0.865731	
32	0.866440	
32	0.834734	
24	0.625909	
24	0.630316	
24	0.655251	
32	0.794542	
32	0.800883	
32	0.854838	
32	0.777236	
32	0.823472	
12	0.346579	
12	0.360367	
12	0.367214	
12	0.366591	
12	0.359152	
16	0.384353	
16	0.401265	
16	0.392911	
16	0.388163	
16	0.384493	
16	0.384668	
16	0.370934	
16	0.405502	
16	0.392271	
16	1.288194	
16	1.232558	
16	1.334264	
16	1.278472	
8	0.631782	
8	0.657834	
5	0.454752	
4	0.467014	
3	0.515429	
2	0.564276	
2	0.571295	
22	1.673512	
16	1.244573	
16	1.286970	
4	0.460470	
4	0.476555	
4	0.466268	
4	0.452561	
4	0.441945	
5	0.439502	
5	0.437240	
5	0.438983	
6	0.482734	
5	0.431397	
5	0.415097	
5	0.446846	
5	0.435258	
3	1.783021	
4	1.491901	
5	1.238268	
6	1.262359	
7	1.152604	
8	1.021025	
8	0.742770	
4	0.431028	
3	0.387337	
2	0.387113	
1	0.355163	
8	0.670734	
8	0.718493	
8	0.742371	
18	1.185897	
18	1.140312	
12	1.052212	
8	1.061843	
8	0.344717	
8	0.356813	
16	0.374316	
18	0.392269	
18	0.435392	
18	0.407470	
18	0.440950	
40	0.886948	
40	0.909325	
40	0.889860	
40	0.909208	
100	1.701125	
100	1.766890	
100	1.596132	
63	1.376234	
64	1.402817	
64	1.382682	
64	1.528263	
64	1.307151	
64	1.496635	
64	1.240997	
32	0.812275	
32	0.782685	
32	0.848805	
24	0.648138	
24	0.681229	
24	0.642068	
24	0.664293	
24	0.652598	
24	0.631622	
64	1.522677	
24	5.248647	
24	5.433364	
8	2.431658	
8	2.423025	
8	2.448695	
32	0.833680	
32	0.797809	
8	0.331349	
16	0.409337	
16	0.398452	
16	0.388832	
16	0.378855	
16	0.386664	
12	0.342864	
12	0.365763	
12	0.358456	
12	0.378969	
12	0.367727	
12	0.371669	
12	0.360183	
12	0.347141	
1	0.695415	
1	0.696340	
8	0.344343	
8	0.349606	
8	0.347578	
8	0.321363	
8	0.328653	
8	0.336475	
8	0.340697	
8	0.338660	
12	0.344804	
12	0.354548	
12	0.326250	
12	0.379025	
12	0.356010	
8	0.335192	
8	0.339207	
9	0.336271	
9	0.336592	
1	0.073568	
1	0.074523	
1	0.074449	
1	0.107631	
1	0.073614	
